3	html/level_layer3_gfx.htm	Layer 3 GFX/Tilemap Bypass
3		Old GFX Bypass
4	html/level_bypass_fg.htm	Bypass Standard FG/BG GFX List
4	html/level_bypass_sp.htm	Bypass Standard SP GFX List
4	html/level_extend_ani.htm	Extend Animated Tile GFX
3	html/level_change_graphics.htm	GFX Index in header
3	html/level_ex20.htm	Edit Level ExAnimated Frames
3	html/level_ex20_global.htm	Edit Global ExAnimated Frames
3	html/level_ex20_settings.htm	Edit Animation Settings
3	html/level_screen_exit.htm	Modify Screen Exits
3	html/level_main_entrance.htm	Modify Main and Midway Entrance
3	html/level_second_entrance.htm	Modify Secondary Entrances
3	html/level_scan_exits.htm	Scan for Undefined Exits
3	html/level_change_properties.htm	Change Properties in header
3	html/level_change_sprite.htm	Change Properties in Sprite header
3	html/level_layer12_settings.htm	Change Layer 1/2 Settings
3	html/level_layer3_settings.htm	Change Layer 3 Settings
3	html/level_bypass_music.htm	Change Music & Time Limit Settings
2		Options Menu
3	html/option_general.htm	General Options
3	html/option_toolbar.htm	DPI/Toolbar/Visual Style Options
3	html/option_restore.htm	Restore Point Options
3	html/option_animation_rate.htm	Change Animation Rate
3	html/option_language.htm	Language
3	html/option_fastrom.htm	Use FastROM Addressing for this ROM
3	html/option_fastrom_patch.htm	Enable FastROM Speed & Apply Patch
3	html/option_sa1_ramremap.htm	Use SA-1 RAM Remap for this ROM
3	html/option_sfx_ramremap.htm	Use Super FX RAM Remap for this ROM
3	html/option_compression.htm	Compression Options for this ROM
3	html/option_vram.htm	VRAM Patch Options for this ROM
2		Help Menu
3	html/help_contents.htm	Contents
3	html/help_about.htm	About Lunar Magic
1		Overworld Editor Documentation
2	html/ov_intro_main.htm	Overworld Editor Introduction
2	html/ov_mouse.htm	Overworld Window Mouse Behavior
2		File Menu
3	html/ov_file_open_rom.htm	Reload and Discard Unsaved Changes
3	html/ov_file_save_rom.htm	Save Overworld to ROM
3	html/ov_file_copy_rom.htm	Copy Overworld to Another ROM
3		Credits
4	html/ov_file_load_credits.htm	Load Credits
4	html/ov_file_save_credits.htm	Save Credits
3		Title Screen
4	html/ov_file_load_title_screen.htm	Load Title Screen
4	html/ov_file_save_title_screen.htm	Save Title Screen
4	html/ov_file_insert_title_moves.htm	Insert Title Moves Playback ASM & Data
4	html/ov_file_export_title_moves.htm	Export Title Moves Playback Data
4	html/ov_file_install_recording.htm	Install Title Moves Recording ASM
4	html/ov_file_uninstall_recording.htm	Uninstall Title Moves Recording ASM
3		Layer 3 Level
4	html/ov_file_load_layer3_level.htm	Load Layer 3 of Level
4	html/ov_file_save_layer3_level.htm	Save Layer 3 of Level to ROM and ExGFX File
4	html/ov_file_preview_layer3_level.htm	Preview Layer 3 in Level
3		Layer 3 Submap
4	html/ov_file_load_layer3_submap.htm	Load Layer 3 of Submap
4	html/ov_file_save_layer3_submap.htm	Save Layer 3 of Submap to ROM and ExGFX File
3	html/ov_file_exit.htm	Exit
2		Edit Menu
3	html/ov_edit_16x16.htm	Layer 1 16x16 Editor Mode
3	html/ov_edit_layer1_event.htm	Layer 1 Event Editor Mode
3	html/ov_edit_8x8.htm	Layer 2 8x8 Editor Mode
3	html/ov_edit_layer2_event.htm	Layer 2 Event Editor Mode
3	html/ov_edit_sprites.htm	Sprite Editor Mode
3	html/ov_edit_undo.htm	Undo
3	html/ov_edit_redo.htm	Redo
3	html/ov_edit_cut.htm	Cut
3	html/ov_edit_copy.htm	Copy
3	html/ov_edit_paste.htm	Paste
3	html/ov_edit_delete.htm	Delete
3	html/ov_edit_select_all.htm	Select All
3	html/ov_edit_insert.htm	Insert
3	html/ov_edit_edit_manual.htm	Edit Manual
3	html/ov_edit_pal_up.htm	Increase Palette of Event Tiles
3	html/ov_edit_pal_down.htm	Decrease Palette of Event Tiles
