215	264D	LM_VIEW_CUSTOM_TRIGGER_5
216	264E	LM_VIEW_CUSTOM_TRIGGER_6
217	264F	LM_VIEW_CUSTOM_TRIGGER_7
218	2650	LM_VIEW_CUSTOM_TRIGGER_8
219	2651	LM_VIEW_CUSTOM_TRIGGER_9
220	2652	LM_VIEW_CUSTOM_TRIGGER_A
221	2653	LM_VIEW_CUSTOM_TRIGGER_B
222	2654	LM_VIEW_CUSTOM_TRIGGER_C
223	2655	LM_VIEW_CUSTOM_TRIGGER_D
224	2656	LM_VIEW_CUSTOM_TRIGGER_E
225	2657	LM_VIEW_CUSTOM_TRIGGER_F
226	2658	LM_VIEW_ONESHOT_TRIGGER_00
227	2659	LM_VIEW_ONESHOT_TRIGGER_01
228	265A	LM_VIEW_ONESHOT_TRIGGER_02
229	265B	LM_VIEW_ONESHOT_TRIGGER_03
230	265C	LM_VIEW_ONESHOT_TRIGGER_04
231	265D	LM_VIEW_ONESHOT_TRIGGER_05
232	265E	LM_VIEW_ONESHOT_TRIGGER_06
233	265F	LM_VIEW_ONESHOT_TRIGGER_07
234	2660	LM_VIEW_ONESHOT_TRIGGER_08
235	2661	LM_VIEW_ONESHOT_TRIGGER_09
236	2662	LM_VIEW_ONESHOT_TRIGGER_0A
237	2663	LM_VIEW_ONESHOT_TRIGGER_0B
238	2664	LM_VIEW_ONESHOT_TRIGGER_0C
239	2665	LM_VIEW_ONESHOT_TRIGGER_0D
240	2666	LM_VIEW_ONESHOT_TRIGGER_0E
241	2667	LM_VIEW_ONESHOT_TRIGGER_0F
242	2668	LM_VIEW_ONESHOT_TRIGGER_10
243	2669	LM_VIEW_ONESHOT_TRIGGER_11
244	266A	LM_VIEW_ONESHOT_TRIGGER_12
245	266B	LM_VIEW_ONESHOT_TRIGGER_13
246	266C	LM_VIEW_ONESHOT_TRIGGER_14
247	266D	LM_VIEW_ONESHOT_TRIGGER_15
248	266E	LM_VIEW_ONESHOT_TRIGGER_16
249	266F	LM_VIEW_ONESHOT_TRIGGER_17
250	2670	LM_VIEW_ONESHOT_TRIGGER_18
251	2671	LM_VIEW_ONESHOT_TRIGGER_19
252	2672	LM_VIEW_ONESHOT_TRIGGER_1A
253	2673	LM_VIEW_ONESHOT_TRIGGER_1B
254	2674	LM_VIEW_ONESHOT_TRIGGER_1C
255	2675	LM_VIEW_ONESHOT_TRIGGER_1D
256	2676	LM_VIEW_ONESHOT_TRIGGER_1E
257	2677	LM_VIEW_ONESHOT_TRIGGER_1F
258	2678	LM_VIEW_MANUAL_TRIGGER_INC_0
259	2679	LM_VIEW_MANUAL_TRIGGER_INC_1
260	267A	LM_VIEW_MANUAL_TRIGGER_INC_2
261	267B	LM_VIEW_MANUAL_TRIGGER_INC_3
262	267C	LM_VIEW_MANUAL_TRIGGER_INC_4
263	267D	LM_VIEW_MANUAL_TRIGGER_INC_5
264	267E	LM_VIEW_MANUAL_TRIGGER_INC_6
265	267F	LM_VIEW_MANUAL_TRIGGER_INC_7
266	2680	LM_VIEW_MANUAL_TRIGGER_INC_8
267	2681	LM_VIEW_MANUAL_TRIGGER_INC_9
268	2682	LM_VIEW_MANUAL_TRIGGER_INC_A
269	2683	LM_VIEW_MANUAL_TRIGGER_INC_B
270	2684	LM_VIEW_MANUAL_TRIGGER_INC_C
271	2685	LM_VIEW_MANUAL_TRIGGER_INC_D
272	2686	LM_VIEW_MANUAL_TRIGGER_INC_E
273	2687	LM_VIEW_MANUAL_TRIGGER_INC_F
274	2688	LM_VIEW_MANUAL_TRIGGER_DEC_0
275	2689	LM_VIEW_MANUAL_TRIGGER_DEC_1
276	268A	LM_VIEW_MANUAL_TRIGGER_DEC_2
277	268B	LM_VIEW_MANUAL_TRIGGER_DEC_3
278	268C	LM_VIEW_MANUAL_TRIGGER_DEC_4
279	268D	LM_VIEW_MANUAL_TRIGGER_DEC_5
280	268E	LM_VIEW_MANUAL_TRIGGER_DEC_6
281	268F	LM_VIEW_MANUAL_TRIGGER_DEC_7
282	2690	LM_VIEW_MANUAL_TRIGGER_DEC_8
283	2691	LM_VIEW_MANUAL_TRIGGER_DEC_9
284	2692	LM_VIEW_MANUAL_TRIGGER_DEC_A
285	2693	LM_VIEW_MANUAL_TRIGGER_DEC_B
286	2694	LM_VIEW_MANUAL_TRIGGER_DEC_C
287	2695	LM_VIEW_MANUAL_TRIGGER_DEC_D
288	2696	LM_VIEW_MANUAL_TRIGGER_DEC_E
289	2697	LM_VIEW_MANUAL_TRIGGER_DEC_F
290	2698	LM_VIEW_CUSTOM_TRIGGER_INC
291	2699	LM_VIEW_CUSTOM_TRIGGER_DEC
292	269A	LM_VIEW_ONESHOT_TRIGGER_INC
293	269B	LM_VIEW_ONESHOT_TRIGGER_DEC
294	269C	LM_VIEW_MANUAL_TRIGGER_INC
295	269D	LM_VIEW_MANUAL_TRIGGER_DEC
296	269E	LM_VIEW_CUSTOM_TRIGGER_CURRENT
297	269F	LM_VIEW_ONESHOT_TRIGGER_CURRENT
298	26A0	LM_VIEW_MANUAL_TRIGGER_CURRENT_INC
299	26A1	LM_VIEW_MANUAL_TRIGGER_CURRENT_DEC
300	26AC	LM_KEY_SPRITE19_FIX
301	26AD	LM_KEY_MENUCOLOR_FIX
302	26AE	LM_KEY_GRID_COLOR
303	26AF	LM_KEY_ADD_CSPRITE
304	26AF	LM_KEY_ADD_CUSTOM
305	26B0	LM_KEY_2BPP_MODE
306	26B1	LM_KEY_TRUNCATE
307	26B2	LM_KEY_DUMP_DATA
308	26B4	LM_KEY_MARIO_REGIONS
309	26B5	LM_KEY_BGEDIT_ONTOP
310	26B6	LM_KEY_LAYER3_16X16_MODE
311	26B7	LM_KEY_EXANIM_SLOTS
312	26B8	LM_KEY_GFX_OVERRIDE
313	26FC	LM_MOUSE_LEVEL_BACK
314	26FD	LM_MOUSE_LEVEL_FORWARD
315	26FE	LM_MOUSE_SCREEN_EXIT
316	26FF	LM_MOUSE_EDIT_SCREEN_EXIT
317	0000
